00:00:41.486 [XNIO-1 task-2]  OXS9I0eoQa-PN8SnayIlBw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/63d38574
00:00:41.554 [XNIO-1 task-2]  Fz9vZZZBTR2rvnsXrevHvA DEBUG com.networknt.schema.TypeValidator debug - validate( "admin", {"serviceType":"swagger","serviceId":"ff2c41d7","serviceName":"802e21b7-5e40-4c93-a076-ec870996","serviceDesc":"7530ca15-a60e-452c-bd73-177f71946b0f","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.ownerId)
00:00:41.555 [XNIO-1 task-2]  Fz9vZZZBTR2rvnsXrevHvA DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"ff2c41d7","serviceName":"802e21b7-5e40-4c93-a076-ec870996","serviceDesc":"7530ca15-a60e-452c-bd73-177f71946b0f","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"ff2c41d7","serviceName":"802e21b7-5e40-4c93-a076-ec870996","serviceDesc":"7530ca15-a60e-452c-bd73-177f71946b0f","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
00:00:41.573 [XNIO-1 task-2]  58PROrtJRT6vo7Ol0q7Ajg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
00:00:41.573 [XNIO-1 task-2]  58PROrtJRT6vo7Ol0q7Ajg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
00:00:41.573 [XNIO-1 task-2]  58PROrtJRT6vo7Ol0q7Ajg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
00:00:41.599 [XNIO-1 task-2]  Jzw8pRa7Q36UXkuevyrjpA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
00:00:41.599 [XNIO-1 task-2]  Jzw8pRa7Q36UXkuevyrjpA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
00:00:41.599 [XNIO-1 task-2]  Jzw8pRa7Q36UXkuevyrjpA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
00:00:41.600 [XNIO-1 task-2]  Jzw8pRa7Q36UXkuevyrjpA DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
00:00:41.627 [XNIO-1 task-2]  tj4m4oQmT2WkSFKKXdKCTA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/dead74d1
00:00:41.628 [XNIO-1 task-2]  tj4m4oQmT2WkSFKKXdKCTA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
00:00:41.628 [XNIO-1 task-2]  tj4m4oQmT2WkSFKKXdKCTA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
00:00:41.628 [XNIO-1 task-2]  tj4m4oQmT2WkSFKKXdKCTA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/dead74d1
00:00:41.682 [XNIO-1 task-2]  FGUTmvPPSfGsMmZ5D8qetQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
00:00:41.683 [XNIO-1 task-2]  FGUTmvPPSfGsMmZ5D8qetQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
00:00:41.683 [XNIO-1 task-2]  FGUTmvPPSfGsMmZ5D8qetQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
00:00:41.684 [XNIO-1 task-2]  FGUTmvPPSfGsMmZ5D8qetQ DEBUG com.networknt.schema.TypeValidator debug - validate( {"serviceType":"swagger","serviceId":"ff2c41d7","serviceName":"802e21b7-5e40-4c93-a076-ec870996","serviceDesc":"7530ca15-a60e-452c-bd73-177f71946b0f","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"ff2c41d7","serviceName":"802e21b7-5e40-4c93-a076-ec870996","serviceDesc":"7530ca15-a60e-452c-bd73-177f71946b0f","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
00:00:41.684 [XNIO-1 task-2]  FGUTmvPPSfGsMmZ5D8qetQ DEBUG c.n.schema.PropertiesValidator debug - validate( {"serviceType":"swagger","serviceId":"ff2c41d7","serviceName":"802e21b7-5e40-4c93-a076-ec870996","serviceDesc":"7530ca15-a60e-452c-bd73-177f71946b0f","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"ff2c41d7","serviceName":"802e21b7-5e40-4c93-a076-ec870996","serviceDesc":"7530ca15-a60e-452c-bd73-177f71946b0f","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
00:00:41.685 [XNIO-1 task-2]  FGUTmvPPSfGsMmZ5D8qetQ DEBUG com.networknt.schema.EnumValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"ff2c41d7","serviceName":"802e21b7-5e40-4c93-a076-ec870996","serviceDesc":"7530ca15-a60e-452c-bd73-177f71946b0f","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
00:00:41.685 [XNIO-1 task-2]  FGUTmvPPSfGsMmZ5D8qetQ DEBUG com.networknt.schema.TypeValidator debug - validate( "read write", {"serviceType":"swagger","serviceId":"ff2c41d7","serviceName":"802e21b7-5e40-4c93-a076-ec870996","serviceDesc":"7530ca15-a60e-452c-bd73-177f71946b0f","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.scope)
00:00:41.685 [XNIO-1 task-2]  FGUTmvPPSfGsMmZ5D8qetQ DEBUG com.networknt.schema.TypeValidator debug - validate( "802e21b7-5e40-4c93-a076-ec870996", {"serviceType":"swagger","serviceId":"ff2c41d7","serviceName":"802e21b7-5e40-4c93-a076-ec870996","serviceDesc":"7530ca15-a60e-452c-bd73-177f71946b0f","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceName)
00:00:41.685 [XNIO-1 task-2]  FGUTmvPPSfGsMmZ5D8qetQ DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"ff2c41d7","serviceName":"802e21b7-5e40-4c93-a076-ec870996","serviceDesc":"7530ca15-a60e-452c-bd73-177f71946b0f","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"ff2c41d7","serviceName":"802e21b7-5e40-4c93-a076-ec870996","serviceDesc":"7530ca15-a60e-452c-bd73-177f71946b0f","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
00:00:41.696 [XNIO-1 task-2]  4K7qw5ZIS5utBcwktpC6AQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
00:00:41.696 [XNIO-1 task-2]  4K7qw5ZIS5utBcwktpC6AQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
00:00:41.696 [XNIO-1 task-2]  4K7qw5ZIS5utBcwktpC6AQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
00:00:41.697 [XNIO-1 task-2]  4K7qw5ZIS5utBcwktpC6AQ DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
00:00:41.804 [XNIO-1 task-2]  ha9wcj_DSGGVtEGYggGwcA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/ff2c41d7, base path is set to: null
00:00:41.805 [XNIO-1 task-2]  ha9wcj_DSGGVtEGYggGwcA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
00:00:41.805 [XNIO-1 task-2]  ha9wcj_DSGGVtEGYggGwcA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
00:00:41.805 [XNIO-1 task-2]  ha9wcj_DSGGVtEGYggGwcA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/ff2c41d7, base path is set to: null
00:00:41.806 [XNIO-1 task-2]  ha9wcj_DSGGVtEGYggGwcA DEBUG com.networknt.schema.TypeValidator debug - validate( "ff2c41d7", "ff2c41d7", serviceId)
00:00:41.824 [XNIO-1 task-2]  xa4uuTUsRzi_6G13JOPKHA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
00:00:41.824 [XNIO-1 task-2]  xa4uuTUsRzi_6G13JOPKHA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
00:00:41.825 [XNIO-1 task-2]  xa4uuTUsRzi_6G13JOPKHA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
00:00:41.860 [XNIO-1 task-2]  9DTtfhH0SACrQJfg0gRHtg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
00:00:41.860 [XNIO-1 task-2]  9DTtfhH0SACrQJfg0gRHtg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
00:00:41.861 [XNIO-1 task-2]  9DTtfhH0SACrQJfg0gRHtg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
00:00:41.956 [XNIO-1 task-2]  hGI-eJ2-Qyy5-C_2d9CKsw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
00:00:41.974 [hz._hzInstance_1_dev.partition-operation.thread-4]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:2382b483
00:00:41.977 [XNIO-1 task-2]  hGI-eJ2-Qyy5-C_2d9CKsw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
00:00:41.977 [XNIO-1 task-2]  hGI-eJ2-Qyy5-C_2d9CKsw DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
00:00:41.980 [hz._hzInstance_1_dev.partition-operation.thread-4]   DEBUG c.networknt.oauth.cache.UserMapStore store - Store:2382b483
00:00:41.996 [XNIO-1 task-2]  rgiRWJjPSgGYI6bhtswkjg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
00:00:41.996 [XNIO-1 task-2]  rgiRWJjPSgGYI6bhtswkjg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
00:00:41.998 [XNIO-1 task-2]  rgiRWJjPSgGYI6bhtswkjg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
00:00:42.017 [hz._hzInstance_1_dev.partition-operation.thread-9]   DEBUG c.n.oauth.cache.ServiceMapStore load - Load:0d7c8372
00:00:42.107 [hz._hzInstance_1_dev.partition-operation.thread-9]   DEBUG c.n.oauth.cache.ServiceMapStore store - Store:0d7c8372
00:00:42.108 [hz._hzInstance_1_dev.partition-operation.thread-15]   DEBUG c.n.oauth.cache.ClientMapStore store - Store:800c022b-f8af-42d3-afdc-f6b54235f94a
00:00:42.122 [XNIO-1 task-2]  1ZvzrSshTsuJX3I42JfISA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/72a3543c, base path is set to: null
00:00:42.122 [XNIO-1 task-2]  1ZvzrSshTsuJX3I42JfISA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
00:00:42.122 [XNIO-1 task-2]  1ZvzrSshTsuJX3I42JfISA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
00:00:42.122 [XNIO-1 task-2]  1ZvzrSshTsuJX3I42JfISA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/72a3543c, base path is set to: null
00:00:42.123 [XNIO-1 task-2]  1ZvzrSshTsuJX3I42JfISA DEBUG com.networknt.schema.TypeValidator debug - validate( "72a3543c", "72a3543c", serviceId)
00:00:42.152 [XNIO-1 task-2]  PYAcqm-WSR-d84FWxUBGxA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
00:00:42.152 [XNIO-1 task-2]  PYAcqm-WSR-d84FWxUBGxA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
00:00:42.152 [XNIO-1 task-2]  PYAcqm-WSR-d84FWxUBGxA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
00:00:42.153 [XNIO-1 task-2]  PYAcqm-WSR-d84FWxUBGxA DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"0d7c8372","serviceName":"c55d7149-fa9b-4e12-ac26-6706e662","serviceDesc":"421d2fac-de63-44de-acb6-2b55eedd3c6b","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"0d7c8372","serviceName":"c55d7149-fa9b-4e12-ac26-6706e662","serviceDesc":"421d2fac-de63-44de-acb6-2b55eedd3c6b","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
00:00:42.153 [XNIO-1 task-2]  PYAcqm-WSR-d84FWxUBGxA DEBUG com.networknt.schema.TypeValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"0d7c8372","serviceName":"c55d7149-fa9b-4e12-ac26-6706e662","serviceDesc":"421d2fac-de63-44de-acb6-2b55eedd3c6b","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
00:00:42.154 [XNIO-1 task-2]  PYAcqm-WSR-d84FWxUBGxA DEBUG com.networknt.schema.TypeValidator debug - validate( "421d2fac-de63-44de-acb6-2b55eedd3c6b", {"serviceType":"swagger","serviceId":"0d7c8372","serviceName":"c55d7149-fa9b-4e12-ac26-6706e662","serviceDesc":"421d2fac-de63-44de-acb6-2b55eedd3c6b","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceDesc)
00:00:42.154 [XNIO-1 task-2]  PYAcqm-WSR-d84FWxUBGxA DEBUG com.networknt.schema.TypeValidator debug - validate( "0d7c8372", {"serviceType":"swagger","serviceId":"0d7c8372","serviceName":"c55d7149-fa9b-4e12-ac26-6706e662","serviceDesc":"421d2fac-de63-44de-acb6-2b55eedd3c6b","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceId)
00:00:42.154 [XNIO-1 task-2]  PYAcqm-WSR-d84FWxUBGxA DEBUG com.networknt.schema.TypeValidator debug - validate( "admin", {"serviceType":"swagger","serviceId":"0d7c8372","serviceName":"c55d7149-fa9b-4e12-ac26-6706e662","serviceDesc":"421d2fac-de63-44de-acb6-2b55eedd3c6b","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.ownerId)
00:00:42.154 [XNIO-1 task-2]  PYAcqm-WSR-d84FWxUBGxA DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"0d7c8372","serviceName":"c55d7149-fa9b-4e12-ac26-6706e662","serviceDesc":"421d2fac-de63-44de-acb6-2b55eedd3c6b","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"0d7c8372","serviceName":"c55d7149-fa9b-4e12-ac26-6706e662","serviceDesc":"421d2fac-de63-44de-acb6-2b55eedd3c6b","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
00:00:42.155 [hz._hzInstance_1_dev.partition-operation.thread-9]   DEBUG c.n.oauth.cache.ServiceMapStore load - Load:0d7c8372
00:00:42.178 [XNIO-1 task-2]  bdTccwsgSNuaSpZIIouzYQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
00:00:42.178 [XNIO-1 task-2]  bdTccwsgSNuaSpZIIouzYQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
00:00:42.179 [XNIO-1 task-2]  bdTccwsgSNuaSpZIIouzYQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
00:00:42.179 [XNIO-1 task-2]  bdTccwsgSNuaSpZIIouzYQ DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"0fa5752f","serviceName":"449d2508-8924-4f14-9c7d-f9f18176","serviceDesc":"9c0e058f-d7f4-4834-999b-07cea3e94cbd","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"0fa5752f","serviceName":"449d2508-8924-4f14-9c7d-f9f18176","serviceDesc":"9c0e058f-d7f4-4834-999b-07cea3e94cbd","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
00:00:42.179 [XNIO-1 task-2]  bdTccwsgSNuaSpZIIouzYQ DEBUG com.networknt.schema.TypeValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"0fa5752f","serviceName":"449d2508-8924-4f14-9c7d-f9f18176","serviceDesc":"9c0e058f-d7f4-4834-999b-07cea3e94cbd","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
00:00:42.180 [XNIO-1 task-2]  bdTccwsgSNuaSpZIIouzYQ DEBUG com.networknt.schema.TypeValidator debug - validate( "9c0e058f-d7f4-4834-999b-07cea3e94cbd", {"serviceType":"swagger","serviceId":"0fa5752f","serviceName":"449d2508-8924-4f14-9c7d-f9f18176","serviceDesc":"9c0e058f-d7f4-4834-999b-07cea3e94cbd","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceDesc)
00:00:42.180 [XNIO-1 task-2]  bdTccwsgSNuaSpZIIouzYQ DEBUG com.networknt.schema.TypeValidator debug - validate( "0fa5752f", {"serviceType":"swagger","serviceId":"0fa5752f","serviceName":"449d2508-8924-4f14-9c7d-f9f18176","serviceDesc":"9c0e058f-d7f4-4834-999b-07cea3e94cbd","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceId)
00:00:42.180 [XNIO-1 task-2]  bdTccwsgSNuaSpZIIouzYQ DEBUG com.networknt.schema.TypeValidator debug - validate( "admin", {"serviceType":"swagger","serviceId":"0fa5752f","serviceName":"449d2508-8924-4f14-9c7d-f9f18176","serviceDesc":"9c0e058f-d7f4-4834-999b-07cea3e94cbd","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.ownerId)
00:00:42.180 [XNIO-1 task-2]  bdTccwsgSNuaSpZIIouzYQ DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"0fa5752f","serviceName":"449d2508-8924-4f14-9c7d-f9f18176","serviceDesc":"9c0e058f-d7f4-4834-999b-07cea3e94cbd","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"0fa5752f","serviceName":"449d2508-8924-4f14-9c7d-f9f18176","serviceDesc":"9c0e058f-d7f4-4834-999b-07cea3e94cbd","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
00:00:42.195 [XNIO-1 task-2]  Wx4Gddh9SCijqjtn1zFVLg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
00:00:42.195 [XNIO-1 task-2]  Wx4Gddh9SCijqjtn1zFVLg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
00:00:42.196 [XNIO-1 task-2]  Wx4Gddh9SCijqjtn1zFVLg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
00:00:42.196 [XNIO-1 task-2]  Wx4Gddh9SCijqjtn1zFVLg DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
00:00:42.261 [hz._hzInstance_1_dev.partition-operation.thread-4]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:2382b483
00:00:42.264 [XNIO-1 task-2]  6tirJzg1Tm-V69K4l1ry4A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/0fa5752f
00:00:42.264 [XNIO-1 task-2]  6tirJzg1Tm-V69K4l1ry4A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
00:00:42.264 [XNIO-1 task-2]  6tirJzg1Tm-V69K4l1ry4A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
00:00:42.266 [XNIO-1 task-2]  6tirJzg1Tm-V69K4l1ry4A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/0fa5752f
00:00:42.273 [XNIO-1 task-2]  0GATDxAbRumTpzZ9YiQTow DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/0fa5752f, base path is set to: null
00:00:42.273 [XNIO-1 task-2]  0GATDxAbRumTpzZ9YiQTow DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
00:00:42.273 [XNIO-1 task-2]  0GATDxAbRumTpzZ9YiQTow DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
00:00:42.273 [XNIO-1 task-2]  0GATDxAbRumTpzZ9YiQTow DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/0fa5752f, base path is set to: null
00:00:42.274 [XNIO-1 task-2]  0GATDxAbRumTpzZ9YiQTow DEBUG com.networknt.schema.TypeValidator debug - validate( "0fa5752f", "0fa5752f", serviceId)
00:00:42.289 [XNIO-1 task-2]  -ZZSnRnpSmGdLETU-_zyLA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/0d7c8372
00:00:42.289 [XNIO-1 task-2]  -ZZSnRnpSmGdLETU-_zyLA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
00:00:42.289 [XNIO-1 task-2]  -ZZSnRnpSmGdLETU-_zyLA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
00:00:42.290 [XNIO-1 task-2]  -ZZSnRnpSmGdLETU-_zyLA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/0d7c8372
00:00:42.297 [XNIO-1 task-2]  S3OLtyWNSVKkCymFQmKwGA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/0d7c8372, base path is set to: null
00:00:42.297 [XNIO-1 task-2]  S3OLtyWNSVKkCymFQmKwGA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
00:00:42.297 [XNIO-1 task-2]  S3OLtyWNSVKkCymFQmKwGA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
00:00:42.297 [XNIO-1 task-2]  S3OLtyWNSVKkCymFQmKwGA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/0d7c8372, base path is set to: null
00:00:42.298 [XNIO-1 task-2]  S3OLtyWNSVKkCymFQmKwGA DEBUG com.networknt.schema.TypeValidator debug - validate( "0d7c8372", "0d7c8372", serviceId)
00:00:42.317 [hz._hzInstance_1_dev.partition-operation.thread-9]   DEBUG c.n.oauth.cache.ServiceMapStore delete - Delete:0d7c8372
00:00:42.325 [XNIO-1 task-2]  AlPfGZt6S_OQMYFa5peADA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
00:00:42.326 [XNIO-1 task-2]  AlPfGZt6S_OQMYFa5peADA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
00:00:42.326 [XNIO-1 task-2]  AlPfGZt6S_OQMYFa5peADA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
00:00:42.326 [XNIO-1 task-2]  AlPfGZt6S_OQMYFa5peADA DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
00:00:42.460 [XNIO-1 task-2]  fQrQ0V5JSPu4snqKUR3xKQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
00:00:42.460 [XNIO-1 task-2]  fQrQ0V5JSPu4snqKUR3xKQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
00:00:42.460 [XNIO-1 task-2]  fQrQ0V5JSPu4snqKUR3xKQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
00:00:42.462 [XNIO-1 task-2]  fQrQ0V5JSPu4snqKUR3xKQ DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
00:00:42.484 [hz._hzInstance_1_dev.partition-operation.thread-4]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:2382b483
00:00:42.502 [XNIO-1 task-2]  4r2HoXuiTUyicPb4B8W93w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
00:00:42.502 [XNIO-1 task-2]  4r2HoXuiTUyicPb4B8W93w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
00:00:42.502 [XNIO-1 task-2]  4r2HoXuiTUyicPb4B8W93w DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
00:00:42.504 [XNIO-1 task-2]  4r2HoXuiTUyicPb4B8W93w DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
