16:29:38.905 [XNIO-1 task-1]  AQcXXv_TSwqJxfy_HIoukA DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
16:29:38.981 [XNIO-1 task-1]  Gb9I2aPERmaBp_erx9seQA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:29:38.982 [XNIO-1 task-1]  Gb9I2aPERmaBp_erx9seQA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:29:38.993 [hz._hzInstance_1_dev.partition-operation.thread-0]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:ee5fb220
16:29:39.015 [hz._hzInstance_1_dev.partition-operation.thread-0]   DEBUG c.networknt.oauth.cache.UserMapStore store - Store:ee5fb220
16:29:39.016 [hz._hzInstance_1_dev.partition-operation.thread-4]   DEBUG c.n.oauth.cache.ClientMapStore store - Store:2af7cba0-f8ec-405a-9f76-73361d607b1e
16:29:39.016 [hz._hzInstance_1_dev.partition-operation.thread-15]   DEBUG c.n.oauth.cache.ServiceMapStore store - Store:1330243b
16:29:39.032 [hz._hzInstance_1_dev.partition-operation.thread-15]   DEBUG c.n.oauth.cache.ServiceMapStore store - Store:1330243b
16:29:39.036 [XNIO-1 task-1]  _tr9k7osRymJhnrlFuoykQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:29:39.036 [XNIO-1 task-1]  _tr9k7osRymJhnrlFuoykQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:29:39.038 [XNIO-1 task-1]  _tr9k7osRymJhnrlFuoykQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:29:39.051 [hz._hzInstance_1_dev.partition-operation.thread-15]   DEBUG c.n.o.cache.ServiceEndpointMapStore delete - Delete:29098e38
16:29:39.154 [XNIO-1 task-1]  2k7LIcCsRBKe9R6SLQAUng DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:29:39.154 [XNIO-1 task-1]  2k7LIcCsRBKe9R6SLQAUng DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:29:39.154 [XNIO-1 task-1]  2k7LIcCsRBKe9R6SLQAUng DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:29:39.235 [hz._hzInstance_1_dev.partition-operation.thread-12]   DEBUG c.n.oauth.cache.ClientMapStore delete - Delete:e1598e7f-fa18-45d6-ad14-5330767b6e38
16:29:39.243 [XNIO-1 task-1]  cHqF8GkIRH2O2-ko91OR5A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/ee5fb220
16:29:39.243 [XNIO-1 task-1]  cHqF8GkIRH2O2-ko91OR5A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:29:39.243 [XNIO-1 task-1]  cHqF8GkIRH2O2-ko91OR5A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
16:29:39.244 [XNIO-1 task-1]  cHqF8GkIRH2O2-ko91OR5A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/ee5fb220
16:29:39.251 [XNIO-1 task-1]  1dp_py7US8-DzF1kVYAB5A DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:29:39.251 [XNIO-1 task-1]  1dp_py7US8-DzF1kVYAB5A DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:29:39.252 [XNIO-1 task-1]  1dp_py7US8-DzF1kVYAB5A DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:29:39.252 [XNIO-1 task-1]  1dp_py7US8-DzF1kVYAB5A DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
16:29:39.263 [hz._hzInstance_1_dev.partition-operation.thread-10]   DEBUG c.n.oauth.cache.ClientMapStore delete - Delete:1abc349b-4fa2-400f-805c-0bb6d9fce578
16:29:39.263 [XNIO-1 task-1]  _bfsh5tYQAWUr7nKTmDz7Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/8abaeec2
16:29:39.263 [XNIO-1 task-1]  _bfsh5tYQAWUr7nKTmDz7Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:29:39.264 [XNIO-1 task-1]  _bfsh5tYQAWUr7nKTmDz7Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
16:29:39.264 [XNIO-1 task-1]  _bfsh5tYQAWUr7nKTmDz7Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/8abaeec2, base path is set to: null
16:29:39.264 [XNIO-1 task-1]  _bfsh5tYQAWUr7nKTmDz7Q DEBUG com.networknt.schema.TypeValidator debug - validate( "8abaeec2", "8abaeec2", userId)
16:29:39.292 [XNIO-1 task-1]  mWHxDbnTRRqNC2qCg9vxWQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:29:39.292 [XNIO-1 task-1]  mWHxDbnTRRqNC2qCg9vxWQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:29:39.293 [XNIO-1 task-1]  mWHxDbnTRRqNC2qCg9vxWQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:29:39.392 [XNIO-1 task-1]  Fll5exB_THCEKeUG2jNepA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/8abaeec2, base path is set to: null
16:29:39.392 [XNIO-1 task-1]  Fll5exB_THCEKeUG2jNepA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:29:39.392 [XNIO-1 task-1]  Fll5exB_THCEKeUG2jNepA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
16:29:39.392 [XNIO-1 task-1]  Fll5exB_THCEKeUG2jNepA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/8abaeec2, base path is set to: null
16:29:39.393 [XNIO-1 task-1]  Fll5exB_THCEKeUG2jNepA DEBUG com.networknt.schema.TypeValidator debug - validate( "8abaeec2", "8abaeec2", userId)
16:29:39.410 [XNIO-1 task-1]  BhajBmP9QGSXloKXRyuRrA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:29:39.410 [XNIO-1 task-1]  BhajBmP9QGSXloKXRyuRrA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:29:39.410 [XNIO-1 task-1]  BhajBmP9QGSXloKXRyuRrA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:29:39.411 [XNIO-1 task-1]  BhajBmP9QGSXloKXRyuRrA DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
16:29:39.423 [XNIO-1 task-1]  E37rAABOR8KjVtK0McJPog DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/8abaeec2
16:29:39.423 [XNIO-1 task-1]  E37rAABOR8KjVtK0McJPog DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:29:39.423 [XNIO-1 task-1]  E37rAABOR8KjVtK0McJPog DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
16:29:39.423 [XNIO-1 task-1]  E37rAABOR8KjVtK0McJPog DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/{userId}
16:29:39.424 [XNIO-1 task-1]  E37rAABOR8KjVtK0McJPog DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/8abaeec2
16:29:39.424 [XNIO-1 task-1]  E37rAABOR8KjVtK0McJPog DEBUG com.networknt.schema.TypeValidator debug - validate( {"password":"9f32e71e-6c27-4839-bcb2-3dbd80ec251a","newPassword":"ca63151d-77b9-45ee-8e7e-c1bea9181995","newPasswordConfirm":"ca63151d-77b9-45ee-8e7e-c1bea9181995"}, {"password":"9f32e71e-6c27-4839-bcb2-3dbd80ec251a","newPassword":"ca63151d-77b9-45ee-8e7e-c1bea9181995","newPasswordConfirm":"ca63151d-77b9-45ee-8e7e-c1bea9181995"}, requestBody)
16:29:39.425 [XNIO-1 task-1]  E37rAABOR8KjVtK0McJPog DEBUG c.n.schema.PropertiesValidator debug - validate( {"password":"9f32e71e-6c27-4839-bcb2-3dbd80ec251a","newPassword":"ca63151d-77b9-45ee-8e7e-c1bea9181995","newPasswordConfirm":"ca63151d-77b9-45ee-8e7e-c1bea9181995"}, {"password":"9f32e71e-6c27-4839-bcb2-3dbd80ec251a","newPassword":"ca63151d-77b9-45ee-8e7e-c1bea9181995","newPasswordConfirm":"ca63151d-77b9-45ee-8e7e-c1bea9181995"}, requestBody)
16:29:39.425 [XNIO-1 task-1]  E37rAABOR8KjVtK0McJPog DEBUG com.networknt.schema.FormatValidator debug - validate( "ca63151d-77b9-45ee-8e7e-c1bea9181995", {"password":"9f32e71e-6c27-4839-bcb2-3dbd80ec251a","newPassword":"ca63151d-77b9-45ee-8e7e-c1bea9181995","newPasswordConfirm":"ca63151d-77b9-45ee-8e7e-c1bea9181995"}, requestBody.newPasswordConfirm)
16:29:39.425 [XNIO-1 task-1]  E37rAABOR8KjVtK0McJPog DEBUG com.networknt.schema.FormatValidator debug - validate( "9f32e71e-6c27-4839-bcb2-3dbd80ec251a", {"password":"9f32e71e-6c27-4839-bcb2-3dbd80ec251a","newPassword":"ca63151d-77b9-45ee-8e7e-c1bea9181995","newPasswordConfirm":"ca63151d-77b9-45ee-8e7e-c1bea9181995"}, requestBody.password)
16:29:39.425 [XNIO-1 task-1]  E37rAABOR8KjVtK0McJPog DEBUG com.networknt.schema.FormatValidator debug - validate( "ca63151d-77b9-45ee-8e7e-c1bea9181995", {"password":"9f32e71e-6c27-4839-bcb2-3dbd80ec251a","newPassword":"ca63151d-77b9-45ee-8e7e-c1bea9181995","newPasswordConfirm":"ca63151d-77b9-45ee-8e7e-c1bea9181995"}, requestBody.newPassword)
16:29:39.452 [XNIO-1 task-1]  gHIZ23BxQ527AaFm51gyiQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/f4446d34
16:29:39.453 [XNIO-1 task-1]  gHIZ23BxQ527AaFm51gyiQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:29:39.453 [XNIO-1 task-1]  gHIZ23BxQ527AaFm51gyiQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
16:29:39.453 [XNIO-1 task-1]  gHIZ23BxQ527AaFm51gyiQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/f4446d34
16:29:39.518 [XNIO-1 task-1]  PJrnwzRmRdu91AH84RMejg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:29:39.518 [XNIO-1 task-1]  PJrnwzRmRdu91AH84RMejg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:29:39.519 [XNIO-1 task-1]  PJrnwzRmRdu91AH84RMejg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:29:39.548 [hz._hzInstance_1_dev.partition-operation.thread-4]   DEBUG c.n.oauth.cache.ClientMapStore delete - Delete:2af7cba0-f8ec-405a-9f76-73361d607b1e
16:29:39.572 [XNIO-1 task-1]  mRzvLAuNSm6zdKYq5Kb5og DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/bb7b4b6c
16:29:39.573 [XNIO-1 task-1]  mRzvLAuNSm6zdKYq5Kb5og DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:29:39.573 [XNIO-1 task-1]  mRzvLAuNSm6zdKYq5Kb5og DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
16:29:39.573 [XNIO-1 task-1]  mRzvLAuNSm6zdKYq5Kb5og DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/bb7b4b6c
16:29:39.612 [XNIO-1 task-1]  6PB7YpgNQHKc4v-KMa0gtQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/ee5fb220, base path is set to: null
16:29:39.612 [XNIO-1 task-1]  6PB7YpgNQHKc4v-KMa0gtQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:29:39.612 [XNIO-1 task-1]  6PB7YpgNQHKc4v-KMa0gtQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
16:29:39.612 [XNIO-1 task-1]  6PB7YpgNQHKc4v-KMa0gtQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/ee5fb220, base path is set to: null
16:29:39.613 [XNIO-1 task-1]  6PB7YpgNQHKc4v-KMa0gtQ DEBUG com.networknt.schema.TypeValidator debug - validate( "ee5fb220", "ee5fb220", userId)
16:29:39.616 [XNIO-1 task-1]  pjqx2dMAQZuBKst6eNFBFg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/ee5fb220
16:29:39.617 [XNIO-1 task-1]  pjqx2dMAQZuBKst6eNFBFg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:29:39.617 [XNIO-1 task-1]  pjqx2dMAQZuBKst6eNFBFg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
16:29:39.617 [XNIO-1 task-1]  pjqx2dMAQZuBKst6eNFBFg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/ee5fb220
16:29:39.618 [hz._hzInstance_1_dev.partition-operation.thread-0]   DEBUG c.networknt.oauth.cache.UserMapStore delete - Delete:ee5fb220
16:29:39.627 [XNIO-1 task-1]  za5WOkVcRyC1ckuhK0uoAw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:29:39.628 [XNIO-1 task-1]  za5WOkVcRyC1ckuhK0uoAw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:29:39.629 [XNIO-1 task-1]  za5WOkVcRyC1ckuhK0uoAw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:29:39.680 [XNIO-1 task-1]  Y_cTferhQnmWdvjXRAMhxg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:29:39.680 [XNIO-1 task-1]  Y_cTferhQnmWdvjXRAMhxg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:29:39.681 [XNIO-1 task-1]  Y_cTferhQnmWdvjXRAMhxg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:29:39.707 [XNIO-1 task-1]  KdgKNCETRIWz19X24LJNcg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:29:39.707 [XNIO-1 task-1]  KdgKNCETRIWz19X24LJNcg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:29:39.707 [XNIO-1 task-1]  KdgKNCETRIWz19X24LJNcg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:29:39.708 [XNIO-1 task-1]  KdgKNCETRIWz19X24LJNcg DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
16:29:39.753 [XNIO-1 task-1]  vLkc9cg1QvuyZ1cAy_5-qA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/e5261506
16:29:39.753 [XNIO-1 task-1]  vLkc9cg1QvuyZ1cAy_5-qA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:29:39.753 [XNIO-1 task-1]  vLkc9cg1QvuyZ1cAy_5-qA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
16:29:39.754 [XNIO-1 task-1]  vLkc9cg1QvuyZ1cAy_5-qA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/e5261506
16:29:39.760 [XNIO-1 task-1]  eE9Kwc94Qg2r7WdKRm1HNQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:29:39.760 [XNIO-1 task-1]  eE9Kwc94Qg2r7WdKRm1HNQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:29:39.760 [XNIO-1 task-1]  eE9Kwc94Qg2r7WdKRm1HNQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:29:39.761 [XNIO-1 task-1]  eE9Kwc94Qg2r7WdKRm1HNQ DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
16:29:39.776 [XNIO-1 task-1]  eEQr0YG3QyuSNo0fulR_gA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:29:39.777 [XNIO-1 task-1]  eEQr0YG3QyuSNo0fulR_gA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:29:39.777 [XNIO-1 task-1]  eEQr0YG3QyuSNo0fulR_gA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:29:39.778 [XNIO-1 task-1]  eEQr0YG3QyuSNo0fulR_gA DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
16:29:39.786 [XNIO-1 task-1]  RIwX9SyBQWOooT9Yro1ekw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:29:39.787 [XNIO-1 task-1]  RIwX9SyBQWOooT9Yro1ekw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:29:39.787 [XNIO-1 task-1]  RIwX9SyBQWOooT9Yro1ekw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:29:39.832 [XNIO-1 task-1]  2cikaoOeQr-pqMR37m1CBQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/8abaeec2, base path is set to: null
16:29:39.832 [XNIO-1 task-1]  2cikaoOeQr-pqMR37m1CBQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:29:39.832 [XNIO-1 task-1]  2cikaoOeQr-pqMR37m1CBQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
16:29:39.832 [XNIO-1 task-1]  2cikaoOeQr-pqMR37m1CBQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/8abaeec2, base path is set to: null
16:29:39.834 [XNIO-1 task-1]  2cikaoOeQr-pqMR37m1CBQ DEBUG com.networknt.schema.TypeValidator debug - validate( "8abaeec2", "8abaeec2", userId)
16:29:39.865 [XNIO-1 task-1]  FIOV00PcRqu-cnY_XywpTA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/3150012d
16:29:39.882 [XNIO-1 task-1]  FIOV00PcRqu-cnY_XywpTA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:29:39.882 [XNIO-1 task-1]  FIOV00PcRqu-cnY_XywpTA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
16:29:39.882 [XNIO-1 task-1]  FIOV00PcRqu-cnY_XywpTA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/3150012d
16:29:39.947 [XNIO-1 task-1]  KfdLaZH8TReFkJKtKjMW8A DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/password/e5261506, base path is set to: null
16:29:39.947 [XNIO-1 task-1]  KfdLaZH8TReFkJKtKjMW8A DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:29:39.947 [XNIO-1 task-1]  KfdLaZH8TReFkJKtKjMW8A DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
16:29:39.947 [XNIO-1 task-1]  KfdLaZH8TReFkJKtKjMW8A DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/password/{userId}
16:29:39.949 [XNIO-1 task-1]  KfdLaZH8TReFkJKtKjMW8A DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/password/e5261506, base path is set to: null
16:29:39.975 [XNIO-1 task-1]  KfdLaZH8TReFkJKtKjMW8A DEBUG com.networknt.schema.TypeValidator debug - validate( "e5261506", "e5261506", userId)
16:29:39.976 [XNIO-1 task-1]  KfdLaZH8TReFkJKtKjMW8A DEBUG c.networknt.schema.RequiredValidator debug - validate( {"password":"cbcd5295-8df3-450d-b15c-db04263b0d5b","newPassword":"0f5a6079-6083-4ac8-9379-b53c4d45ced4","newPasswordConfirm":"0f5a6079-6083-4ac8-9379-b53c4d45ced4"}, {"password":"cbcd5295-8df3-450d-b15c-db04263b0d5b","newPassword":"0f5a6079-6083-4ac8-9379-b53c4d45ced4","newPasswordConfirm":"0f5a6079-6083-4ac8-9379-b53c4d45ced4"}, requestBody)
16:29:39.976 [XNIO-1 task-1]  KfdLaZH8TReFkJKtKjMW8A DEBUG com.networknt.schema.TypeValidator debug - validate( "0f5a6079-6083-4ac8-9379-b53c4d45ced4", {"password":"cbcd5295-8df3-450d-b15c-db04263b0d5b","newPassword":"0f5a6079-6083-4ac8-9379-b53c4d45ced4","newPasswordConfirm":"0f5a6079-6083-4ac8-9379-b53c4d45ced4"}, requestBody.newPasswordConfirm)
16:29:39.976 [XNIO-1 task-1]  KfdLaZH8TReFkJKtKjMW8A DEBUG com.networknt.schema.TypeValidator debug - validate( "cbcd5295-8df3-450d-b15c-db04263b0d5b", {"password":"cbcd5295-8df3-450d-b15c-db04263b0d5b","newPassword":"0f5a6079-6083-4ac8-9379-b53c4d45ced4","newPasswordConfirm":"0f5a6079-6083-4ac8-9379-b53c4d45ced4"}, requestBody.password)
16:29:39.976 [XNIO-1 task-1]  KfdLaZH8TReFkJKtKjMW8A DEBUG com.networknt.schema.TypeValidator debug - validate( "0f5a6079-6083-4ac8-9379-b53c4d45ced4", {"password":"cbcd5295-8df3-450d-b15c-db04263b0d5b","newPassword":"0f5a6079-6083-4ac8-9379-b53c4d45ced4","newPasswordConfirm":"0f5a6079-6083-4ac8-9379-b53c4d45ced4"}, requestBody.newPassword)
16:29:40.009 [XNIO-1 task-1]  T1cp1laXSsKKHWZBt44WGw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/password/e5261506, base path is set to: null
16:29:40.009 [XNIO-1 task-1]  T1cp1laXSsKKHWZBt44WGw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:29:40.009 [XNIO-1 task-1]  T1cp1laXSsKKHWZBt44WGw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
16:29:40.009 [XNIO-1 task-1]  T1cp1laXSsKKHWZBt44WGw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/password/{userId}
16:29:40.010 [XNIO-1 task-1]  T1cp1laXSsKKHWZBt44WGw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/password/e5261506, base path is set to: null
16:29:40.011 [hz._hzInstance_1_dev.partition-operation.thread-15]   DEBUG c.n.oauth.cache.ClientMapStore load - Load:8dd693da-1b34-42f6-89da-9cf842dfdc73
16:29:40.012 [hz._hzInstance_1_dev.partition-operation.thread-15]   DEBUG c.n.oauth.cache.ClientMapStore store - Store:8dd693da-1b34-42f6-89da-9cf842dfdc73
16:29:40.014 [XNIO-1 task-1]  T1cp1laXSsKKHWZBt44WGw DEBUG com.networknt.schema.TypeValidator debug - validate( {"password":"0f5a6079-6083-4ac8-9379-b53c4d45ced4","newPassword":"4c6da62d-6efa-486a-b082-6341e66ddb0d","newPasswordConfirm":"4c6da62d-6efa-486a-b082-6341e66ddb0d"}, {"password":"0f5a6079-6083-4ac8-9379-b53c4d45ced4","newPassword":"4c6da62d-6efa-486a-b082-6341e66ddb0d","newPasswordConfirm":"4c6da62d-6efa-486a-b082-6341e66ddb0d"}, requestBody)
